50    -487.43847515
55    -487.44231413
60    -487.44460447
65    -487.44536509
70    -487.44544872
75    -487.44548679
80    -487.44567503
85    -487.44594447
90    -487.44617902
95    -487.44632092
100   -487.44637743
105   -487.44638656
110   -487.44639052
