17.8128	0.114239	0.0771975	-0.0370412	20.5686	20.5686	20.5686
12.5966	0.0739544	0.0578942	-0.0160602	0.001247	5.13967	5.13967
12.5966	0.0739544	0.0578942	-0.0160602	5.13967	0.001247	5.13967
12.5966	0.0739544	0.0578942	-0.0160602	5.13967	5.13967	0.001247
14.5441	0.0816232	0.0660495	-0.0155738	20.5686	20.5686	10.2843
12.5966	0.0739544	0.0578939	-0.0160604	20.5673	5.13967	15.4289
12.5966	0.0739544	0.0578939	-0.0160604	5.13967	20.5673	15.4289
7.2667	-0.0408093	0.0191502	0.0599596	5.14597	5.14597	10.2637
14.5441	0.0816232	0.0660495	-0.0155738	20.5686	10.2843	20.5686
12.5966	0.0739544	0.0578939	-0.0160604	20.5673	15.4289	5.13967
7.2667	-0.0408093	0.0191502	0.0599596	5.14597	10.2637	5.14597
12.5966	0.0739544	0.0578939	-0.0160604	5.13967	15.4289	20.5673
10.2842	0.00929287	0.0395474	0.0302546	20.5686	10.2843	10.2843
12.5966	0.0739544	0.0578942	-0.0160601	0.001247	15.4289	15.4289
7.2667	-0.0408093	0.0191481	0.0599574	5.14597	10.3049	15.4226
7.2667	-0.0408093	0.0191481	0.0599574	5.14597	15.4226	10.3049
14.5441	0.0816232	0.0660495	-0.0155738	10.2843	20.5686	20.5686
7.2667	-0.0408093	0.0191502	0.0599596	10.2637	5.14597	5.14597
12.5966	0.0739544	0.0578939	-0.0160604	15.4289	20.5673	5.13967
12.5966	0.0739544	0.0578939	-0.0160604	15.4289	5.13967	20.5673
10.2842	0.00929287	0.0395474	0.0302546	10.2843	20.5686	10.2843
7.2667	-0.0408093	0.0191481	0.0599574	10.3049	5.14597	15.4226
12.5966	0.0739544	0.0578942	-0.0160601	15.4289	0.001247	15.4289
7.2667	-0.0408093	0.0191481	0.0599574	15.4226	5.14597	10.3049
10.2842	0.00929287	0.0395474	0.0302546	10.2843	10.2843	20.5686
7.2667	-0.0408093	0.0191481	0.0599574	10.3049	15.4226	5.14597
7.2667	-0.0408093	0.0191481	0.0599574	15.4226	10.3049	5.14597
12.5966	0.0739544	0.0578942	-0.0160601	15.4289	15.4289	0.001247
7.2667	-0.0408093	0.0191493	0.0599586	10.2637	15.4226	15.4226
7.2667	-0.0408093	0.0191493	0.0599586	15.4226	10.2637	15.4226
7.2667	-0.0408093	0.0191493	0.0599586	15.4226	15.4226	10.2637

8.52374	0.00185257	0.0184586	0.0166061	2.57203	7.71762	7.71762
13.3589	0.0981519	0.0513116	-0.0468403	2.57152	2.57152	2.57152
8.52374	0.00185257	0.0184586	0.0166061	7.71762	7.71762	2.57203
8.52374	0.00185257	0.0184586	0.0166061	7.71762	2.57203	7.71762
11.1858	0.0662263	0.0362077	-0.0300186	2.58584	7.71706	17.9827
11.1858	0.0662263	0.0362076	-0.0300187	2.58584	2.58584	12.8515
4.29521	-0.301213	-0.32526	-0.0240467	7.80444	7.80444	12.7641
11.1858	0.0662263	0.0362077	-0.0300186	7.71706	2.58584	17.9827
11.1858	0.0662263	0.0362077	-0.0300186	2.58584	17.9827	7.71706
11.1858	0.0662263	0.0362076	-0.0300187	2.58584	12.8515	2.58584
11.1858	0.0662263	0.0362077	-0.0300186	7.71706	17.9827	2.58584
4.29521	-0.301213	-0.32526	-0.0240467	7.80444	12.7641	7.80444
13.3589	0.0981519	0.0513119	-0.04684	2.57152	17.997	17.997
8.52374	0.00185257	0.0184588	0.0166062	2.57203	12.8509	12.8509
8.52374	0.00185257	0.0184598	0.0166073	7.71762	17.9965	12.8509
8.52374	0.00185257	0.0184598	0.0166073	7.71762	12.8509	17.9965
4.29521	-0.301213	-0.32526	-0.0240467	12.7641	7.80444	7.80444
11.1858	0.0662263	0.0362076	-0.0300187	12.8515	2.58584	2.58584
11.1858	0.0662263	0.0362077	-0.0300186	17.9827	7.71706	2.58584
11.1858	0.0662263	0.0362077	-0.0300186	17.9827	2.58584	7.71706
8.52374	0.00185257	0.0184598	0.0166073	12.8509	7.71762	17.9965
8.52374	0.00185257	0.0184588	0.0166062	12.8509	2.57203	12.8509
8.52374	0.00185257	0.0184598	0.0166073	17.9965	7.71762	12.8509
13.3589	0.0981519	0.0513119	-0.04684	17.997	2.57152	17.997
8.52374	0.00185257	0.0184598	0.0166073	12.8509	17.9965	7.71762
8.52374	0.00185257	0.0184588	0.0166062	12.8509	12.8509	2.57203
13.3589	0.0981519	0.0513119	-0.04684	17.997	17.997	2.57152
8.52374	0.00185257	0.0184598	0.0166073	17.9965	12.8509	7.71762
11.1858	0.0662263	0.0362078	-0.0300185	12.8515	17.9827	17.9827
4.29521	-0.301213	-0.325227	-0.0240136	12.7641	12.7641	12.7641
11.1858	0.0662263	0.0362078	-0.0300185	17.9827	17.9827	12.8515
11.1858	0.0662263	0.0362078	-0.0300185	17.9827	12.8515	17.9827

