0.000000	4.239910	4.181618
0.126966	4.254831	4.196308
0.253932	4.298398	4.239153
0.380898	4.368283	4.307838
0.507864	4.459789	4.397590
0.634830	4.567185	4.502658
0.761796	4.681967	4.614431
0.888762	4.793104	4.721784
1.015728	4.877755	4.801801
1.142694	4.901006	4.819882
1.269660	4.822486	4.735551
1.396626	4.612816	4.520052
1.523592	4.267821	4.170306
1.650558	3.802297	3.701754
1.777524	3.247558	3.146277
1.904490	2.647017	2.547731
2.031456	2.053050	1.958708
2.158422	1.517370	1.430658
2.285388	1.083478	1.006548
2.412354	0.784769	0.719252
2.539320	0.644782	0.591726
2.666286	0.674835	0.634523
2.793252	0.872196	0.844118
2.920218	1.220404	1.203321
3.047184	1.692002	1.684141
3.174150	2.249617	2.248647
3.301116	2.846109	2.849209
3.428082	3.428152	3.432384
3.555048	3.946434	3.949211
3.682014	4.362186	4.361380
3.808980	4.650757	4.644885
3.935946	4.804551	4.792911
4.062912	4.837981	4.821036
4.189878	4.788733	4.767181
4.316844	4.695125	4.669686
4.443810	4.586742	4.558261
4.570776	4.479593	4.448674
4.697742	4.383234	4.350375
4.824708	4.304988	4.270492
4.951674	4.250245	4.214292
5.078640	4.222772	4.185290
5.205606	4.224573	4.185290
5.332572	4.255991	4.214292
5.459538	4.315529	4.270491
5.586504	4.399996	4.350374
5.713470	4.504384	4.448674
5.840436	4.621916	4.558259
5.967402	4.743450	4.669684
6.094368	4.853702	4.767180
6.221334	4.922931	4.821035
6.348300	4.912103	4.792910
6.475266	4.783356	4.644883
6.602232	4.518241	4.361378
6.729198	4.120303	3.949208
6.856164	3.611493	3.432381
6.983130	3.028361	2.849204
7.110096	2.418533	2.248641
7.237062	1.835114	1.684135
7.364028	1.327046	1.203314
7.490994	0.934034	0.844110
7.617960	0.685892	0.634516
7.744926	0.601868	0.591717
7.871892	0.688143	0.719242
7.998858	0.936774	1.006537
8.125824	1.326978	1.430647
8.252790	1.827582	1.958696
8.379756	2.397378	2.547718
8.506722	2.986202	3.146262
8.633688	3.541069	3.701739
8.760654	4.015771	4.170291
8.887620	4.374808	4.520035
9.014586	4.597097	4.735532
9.141552	4.677562	4.819864
9.268518	4.633534	4.801782
9.395484	4.495435	4.721765
9.522450	4.290079	4.614409
9.649416	4.040648	4.502636
9.776382	3.769391	4.397568
9.903348	3.505750	4.307814
10.030314	3.283934	4.239129
10.157280	3.135018	4.196281
10.284246	3.082161	4.181595
10.411212	3.135018	4.196281
10.538178	3.283934	4.239129
10.665144	3.505750	4.307814
10.792110	3.769391	4.397568
10.919076	4.040648	4.502636
11.046042	4.290079	4.614409
11.173008	4.495435	4.721765
11.299974	4.633534	4.801782
11.426940	4.677562	4.819864
11.553906	4.597097	4.735532
11.680872	4.374808	4.520035
11.807838	4.015771	4.170291
11.934804	3.541069	3.701739
12.061770	2.986202	3.146262
12.188736	2.397378	2.547718
12.315702	1.827582	1.958696
12.442668	1.326978	1.430647
12.569634	0.936774	1.006537
12.696600	0.688143	0.719242
12.823566	0.601868	0.591717
12.950532	0.685892	0.634516
13.077498	0.934034	0.844110
13.204464	1.327046	1.203314
13.331430	1.835114	1.684135
13.458396	2.418533	2.248641
13.585362	3.028361	2.849204
13.712328	3.611493	3.432381
13.839294	4.120303	3.949208
13.966260	4.518241	4.361378
14.093226	4.783356	4.644883
14.220192	4.912103	4.792910
14.347158	4.922931	4.821035
14.474124	4.853702	4.767180
14.601090	4.743450	4.669684
14.728056	4.621916	4.558259
14.855022	4.504384	4.448674
14.981988	4.399996	4.350374
15.108954	4.315529	4.270491
15.235920	4.255991	4.214292
15.362886	4.224573	4.185290
15.489852	4.222772	4.185290
15.616818	4.250245	4.214292
15.743784	4.304988	4.270492
15.870750	4.383234	4.350375
15.997716	4.479593	4.448674
16.124682	4.586742	4.558261
16.251648	4.695125	4.669686
16.378614	4.788733	4.767181
16.505580	4.837981	4.821036
16.632546	4.804551	4.792911
16.759512	4.650757	4.644885
16.886478	4.362186	4.361380
17.013444	3.946434	3.949211
17.140410	3.428152	3.432384
17.267376	2.846109	2.849209
17.394342	2.249617	2.248647
17.521308	1.692002	1.684141
17.648274	1.220404	1.203321
17.775240	0.872196	0.844118
17.902206	0.674835	0.634523
18.029172	0.644782	0.591726
18.156138	0.784769	0.719252
18.283104	1.083478	1.006548
18.410070	1.517370	1.430658
18.537036	2.053050	1.958708
18.664002	2.647017	2.547731
18.790968	3.247558	3.146277
18.917934	3.802297	3.701754
19.044900	4.267821	4.170306
19.171866	4.612816	4.520052
19.298832	4.822486	4.735551
19.425798	4.901006	4.819882
19.552764	4.877755	4.801801
19.679730	4.793104	4.721784
19.806696	4.681967	4.614431
19.933662	4.567185	4.502658
20.060628	4.459789	4.397590
20.187594	4.368283	4.307838
20.314560	4.298398	4.239153
20.441526	4.254831	4.196308
