17.8128	0	0.02224	0.02224	20.5686	20.5686	20.5686
12.5927	0	0.0295785	0.0295785	0.001493	5.14427	5.14427
12.5927	0	0.0295785	0.0295785	5.14427	0.001493	5.14427
12.5927	0	0.0295785	0.0295785	5.14427	5.14427	0.001493
14.5441	0	0.0373146	0.0373146	20.5686	20.5686	10.2843
12.5927	0	0.0295784	0.0295784	20.5671	5.14427	15.4243
12.5927	0	0.0295784	0.0295784	5.14427	20.5671	15.4243
7.24269	0	0.042699	0.042699	5.16292	5.16292	10.2898
14.5441	0	0.0373146	0.0373146	20.5686	10.2843	20.5686
12.5927	0	0.0295784	0.0295784	20.5671	15.4243	5.14427
7.24269	0	0.042699	0.042699	5.16292	10.2898	5.16292
12.5927	0	0.0295784	0.0295784	5.14427	15.4243	20.5671
10.2842	0	0.0342483	0.0342483	20.5686	10.2843	10.2843
12.5927	0	0.0295785	0.0295785	0.001493	15.4243	15.4243
7.24269	0	0.0426979	0.0426979	5.16292	10.2787	15.4056
7.24269	0	0.0426979	0.0426979	5.16292	15.4056	10.2787
14.5441	0	0.0373146	0.0373146	10.2843	20.5686	20.5686
7.24269	0	0.042699	0.042699	10.2898	5.16292	5.16292
12.5927	0	0.0295784	0.0295784	15.4243	20.5671	5.14427
12.5927	0	0.0295784	0.0295784	15.4243	5.14427	20.5671
10.2842	0	0.0342483	0.0342483	10.2843	20.5686	10.2843
7.24269	0	0.0426979	0.0426979	10.2787	5.16292	15.4056
12.5927	0	0.0295785	0.0295785	15.4243	0.001493	15.4243
7.24269	0	0.0426979	0.0426979	15.4056	5.16292	10.2787
10.2842	0	0.0342483	0.0342483	10.2843	10.2843	20.5686
7.24269	0	0.0426979	0.0426979	10.2787	15.4056	5.16292
7.24269	0	0.0426979	0.0426979	15.4056	10.2787	5.16292
12.5927	0	0.0295785	0.0295785	15.4243	15.4243	0.001493
7.24269	0	0.0426988	0.0426988	10.2898	15.4056	15.4056
7.24269	0	0.0426988	0.0426988	15.4056	10.2898	15.4056
7.24269	0	0.0426988	0.0426988	15.4056	15.4056	10.2898

8.52309	0	0.0365169	0.0365169	2.57444	7.71509	7.71509
13.3593	0	0.0236108	0.0236108	2.5713	2.5713	2.5713
8.52309	0	0.0365169	0.0365169	7.71509	7.71509	2.57444
8.52309	0	0.0365169	0.0365169	7.71509	2.57444	7.71509
11.1935	0	0.0328989	0.0328989	2.58036	7.71639	17.9882
11.1935	0	0.0328986	0.0328986	2.58036	2.58036	12.8522
4.3369	0	-0.203443	-0.203443	7.78037	7.78037	12.7882
11.1935	0	0.0328989	0.0328989	7.71639	2.58036	17.9882
11.1935	0	0.0328989	0.0328989	2.58036	17.9882	7.71639
11.1935	0	0.0328986	0.0328986	2.58036	12.8522	2.58036
11.1935	0	0.0328989	0.0328989	7.71639	17.9882	2.58036
4.3369	0	-0.203443	-0.203443	7.78037	12.7882	7.78037
13.3593	0	0.0236108	0.0236108	2.5713	17.9973	17.9973
8.52309	0	0.0365172	0.0365172	2.57444	12.8535	12.8535
8.52309	0	0.0365172	0.0365172	7.71509	17.9941	12.8535
8.52309	0	0.0365172	0.0365172	7.71509	12.8535	17.9941
4.3369	0	-0.203443	-0.203443	12.7882	7.78037	7.78037
11.1935	0	0.0328986	0.0328986	12.8522	2.58036	2.58036
11.1935	0	0.0328989	0.0328989	17.9882	7.71639	2.58036
11.1935	0	0.0328989	0.0328989	17.9882	2.58036	7.71639
8.52309	0	0.0365172	0.0365172	12.8535	7.71509	17.9941
8.52309	0	0.0365172	0.0365172	12.8535	2.57444	12.8535
8.52309	0	0.0365172	0.0365172	17.9941	7.71509	12.8535
13.3593	0	0.0236108	0.0236108	17.9973	2.5713	17.9973
8.52309	0	0.0365172	0.0365172	12.8535	17.9941	7.71509
8.52309	0	0.0365172	0.0365172	12.8535	12.8535	2.57444
13.3593	0	0.0236108	0.0236108	17.9973	17.9973	2.5713
8.52309	0	0.0365172	0.0365172	17.9941	12.8535	7.71509
11.1935	0	0.0328982	0.0328982	12.8522	17.9882	17.9882
4.3369	0	-0.203417	-0.203417	12.7882	12.7882	12.7882
11.1935	0	0.0328982	0.0328982	17.9882	17.9882	12.8522
11.1935	0	0.0328982	0.0328982	17.9882	12.8522	17.9882

