300  -658.54087456
350  -658.54072621
400  -658.54072227
450  -658.54069038
500  -658.54068708
550  -658.54067048
600  -658.54066902
650  -658.54067242
700  -658.54066966
750  -658.54067254
800  -658.54067419
850  -658.54067259
900  -658.54066924
950  -658.54066831
1000  -658.54066864
1050  -658.54066912
1100  -658.54066723
1150  -658.54066542
1200  -658.54066570

